user,comment,label
@ArCHI_WestKaz,Мативатор Ардақ Назаров сияқты боп кеттіғо,normal
@kg.dancho,Даник кот экен бирок крыса настоящий,normal
@The_jigit,Хан ата мен репер,normal
@ArCHI_WestKaz,"Хан маскасы шешілді мешоктармен төбелесіп үйреніп қалған,  қыран по идие дұрыс айтып отыр грязно төбелесті Хан, и даниярда шамалы іс жасады",offensive
@Мейрамбек-з5с3й,Кыран котак жемеш,normal
@АсыланбекБостан,Көк команда респект достойная победа👍🏻РУХ🔥🔥🔥,normal
@АсланМейрхан-ю8й,Хан қыран,normal
@РайымбекИманбеков-к1б,Кыран гусь,normal
@smagulov4,Дастан Еркек✊🏻,normal
@AliKadirbaev-z5i,"Вот осы реалити кызык болды 
трешток хайп тобелес жогары сапада отти деп ойлайм 
Алга баса бериндер RFS 
Келеси де буданда кызык трешток и бойларды кутеммиз Рамазан баурым✊🏻✊🏻✊🏻✊🏻",normal
@БерикАбильдаев-ш8л,"Реально хан қорқақтау, төбелесі ноль екен, екі қолы сау болғанда жыртып тастамақ екен",normal
@МерейбекЖеткиншеков,Даник✊️✊️👍👍,normal
@ArtemBelyi-e6u,Дастан Воин,normal
@maulennuranov,"Хан ата кінәлі емес, Дастанның қолының травмасына! Хан шықты, өзінікін жасады. Молодец. Ал Қыранның малый веске секіргені дұрыс емес.",offensive
@Ассалоумагалейкум,Кыран сен каям жеме малсынгой Дастан котын шыдамаса шыкпауын керек еды утылдынба мойындасай касындагы малдарга да айт коттеры шыдамайды кыран мал дегендер лайк басамыз,offensive
@НұрәліҒафар-у8я,Әдемі,normal
@NuratdinSeydullaev,Дастан женди,normal
@МаратЖарембетов,Қыран мал екен Дастан өзі ғой шығып турган,offensive
@Ералы-д4т,Қыран қуад екен ғо  дастан өзі шықты ғо қолы ауырсада,normal
@СаидаОмиргали-з6о,Дарабоз сенің емің жоқ өкінішке орай!,normal
@nurlantumarbay,Кыран,normal
@Beiima,"Даник достойный жігіт боп келді Қыранды орнына қойды, Но Дастанға бұлай жасауы нағыз қатындарский болды. Курсқа қою керек, либо онда приветствиемен бармау керек еді. Крыса Тышқаннан хуже болды тірлігі.",normal
@SABA91-91,Халкым Рамазанга отдельно рахметимизди айтайык молодец лайк баса кетиндер бизге осындай шоу реалити жасаганын ушин коп коп Рахмет,normal
@Nurik_Millionerov,маған ана данйк қотақбас ұнамйды крйса,offensive
@MaksOralov-w8v,Қыран тірлігің дұрыс емес сенің Дастан өз еркімен шықты ол енді өз проблемасы жарақат барма сотка уже бой басталды ғой шықпау керек еді онда сен просто хайп үшін тірлік жасап жатсың бойдан кейн шаршап тұрған адам секіріп слабый екенін көріп тұрып басқа жігіттерге солай істемедіңбе ааа,normal
@НұрланЖаппаров,"Дастан публикаға қаты ойнайды  екен в роле терпимы көп сөлемей жігітше іспен дәлелде , женілсен дастойна жеңіл қолым анжерім мына жерім деген сөзді қойған дұрыс.",normal
@АсылбекУтаров-к9г,Скутер Хан атага Анау кыран деген Тауык секіріп жатканда не карап тұрсыңдар көтін айырып жібермейсіңдерме,normal
@АянЭрбаутов-ь2х,Дастан копия воздух,normal
@ЕрасылАхмедияр-ш1ц,Мен негизи коментари жазбайм брак даник котакбас деп жазгым кеп кетти,normal
@Kaisar-xt1is,Адам жаспен емес оймен өсет екен саналары өте төмен основном кім личный тірлік істеп жүргендер,normal
@EEE0711,Ай Дарабоз 😂😂😂😂,normal
@AyanMukhtar-i6q,Бля мына қызыл команда таза малдар екен неменеге қарап отыр Даник Дастанның травмасы болып ұрып жатса отыр көздері бақырайп көтін айырып тастамайма Даниктын Қыранда отыр  Ханға тиысым алып Даникке дым істи алмай крч қызыл командаға сөз жоқ Дастан красавчик,hate_speech
@gameshowgameshow2127,Кыран гусь,normal
@NurlanJetybaev-s9e,Рамазан красавчик мачо 😊,normal
@РасулТурсунбеков,Махачев победы ✌️,normal
@Aser-dq5nw,Сонгы серияма,normal
@NurlanJetybaev-s9e,Копия дастан өзіңді қыйнамай больница ҒА барсай,normal
@ХанАлибекооввв,26:10,normal
@tolikxan2585,Сонгы шапалак зор кеттиау дим 😂,normal
@SABA91-91,Даникка ризамын осы жигитти продвигать ету керек рамазан услышь,offensive
@БакытжанБолекбаев-з4д,Дастан коп алмаш ойншык бандит,normal
@NurlanJetybaev-s9e,Қуат доканса қуып кетіғой бэби 😂,normal
@nurpokz4092,Қыран гусь🪿,normal
@chicogo555,ШАПАЛАК дастанға паа шшс ӘДЕМІҒОО КӨРЕ БЕРГІН КЕЛЕД😂😂😂,normal
@azamatyerdauletov5251,Ажыратып жүргендер қанша алады екен? 1:24:48,normal
@АбылайханСахып-п1ь,Қыран туалетте күшеніп отқандай отырғо,normal
@Aser-dq5nw,Данияр харош чапалагын четко,normal
@Erlaw88,Данияр крыса крыса деп озин ким боп кеттин 😂,normal
@SABA91-91,Кыран кызык емес,normal
@ҒабидуллаРсалы,😂😂😂утылганнын сози курсын!,normal
@grecoroman-f4f,Аканайга сөз кайтардым өзүнүн катасын билет экен кичи пейил жигит экен,normal
@unitfly7779,Қыран Қотақбас Қыран Қотақбас,offensive
@SABA91-91,Кыран крыса ханнын шаршап турганын коре тура быкавать етип хан сенин бутынды 2 жакка айырады,normal
@tolikxan2585,Кырат сиглшы каям жеми,normal
@ЕрасылЕрмекулы-о8ц,"Репер мен Ханның бойы қызық.
Хан Алға🎉",normal
@sadleu,"Издевательство над Дарабозом от операторов! Если он не адекватный это не значит что надо издеваться над ним. Он у вас миллиард раз просит чтобы вы отключили камеры, и отстали от него.",normal
@Olzhikkras,Дастанның қолында жарақат болмағанда Ханатаның көтін айырушы еді,normal
@SABA91-91,Дастан манырамаш саган шык деген ешким жок озин биле тура шыктын енди бир колмен шыктым деп отирик отмазка жасама утылдынба болды жигитше,normal
@mikoqwerty6151,Қыран дастан үшін жаны ашыса даниярга карсы турмадынба мешок,normal
@sqarnurlanuly9145,"ДАСТАН ЖЫРТАМ ДЕП КЕЛИП ЕДИ, ОЗИ ЖЫРТЫЛЫП КАЛДЫ МА😅",normal
@Мммм-ф3ш,"Қолдан ұрма дегені қалай? Шшс қолың ауырама сігілсей қотақ бар ма, рингте?",offensive
@Берик-в5т,Мал бір қолымен тастан ұстай бергенше Қырандікін ұстап жүре берси😂,offensive
@айарузвездочка-о5п,Даник молодец екен,normal
@juventusronaldo6272,Хана ата - Репер дурыс!!!,normal
@moweinik,Кыран үшін дизлайк,normal
@talgatkasymov8206,Даник - крыса,normal
@БакдаулетПазилов-р3к,Даник Қотақбас,offensive
@Alikhan-p1e9j,Келесі реалити ге Еркебұлан Жайсанбекты шакырындар капитан болуға,normal
@Миконти-ш7з,"еба Даник красавчик барго, баснда унамайтын, сонына карап унап калды кадмгдей",normal
@айарузвездочка-о5п,ҚЫРАН ҚОТАҚБАС,offensive
@DANYARUBINIYAZ,Xaн айырадыго,normal
@juventusronaldo6272,"Дастанды унатпасамда айтайын ,ханды айрып тастайды смело Еки колмен болса!",normal
@ЕрболДаулеткереев-с5б,Тышқан көтін көріп жаралымын деп айтад дит,normal
@Айба1720,Хан ата мен Рэпер,normal
@NurlanJetybaev-s9e,Копия дастан сен үш қолынмен болсанда хан Ата айрып алар еді😅,normal
@ЖарасКулжанов,Дастан респект с травмой на равных дрался,normal
@ЕрболДаулеткереев-с5б,Дастан мешок,normal
@айарузвездочка-о5п,МЕНІҢ БОЙЛАРЫМДЫ КӨРСЕҢДЕР ДЕП ҚОЯДЫ. ӨТКІЗГЕНІ ЕКІ БОЙ Я ХУЕЮ ГУСЬ,normal
@НурканатМанакбай-ж3я1в,32:30,normal
@real_era,"Зачем вышел с травмой , потом ноет как гусь.",normal
@ЛддррСрлбьии,Даник гусь,normal
@nurasylrahmatulla-ef1vn,Хан куда я сюда🎉,normal
@Рауанказах-г9ч,Ай керемет Дастан коше дым жок молодец жастарга тарбие,normal
@Рауанказах-г9ч,Хан командасында Нурлан Математик Данияр сары мыктылар мМотиваторды и Амиго супер шалдар болсада,normal
@TenelE-y5d,Репермен Ханнын бойы кызык.,normal
@TenelE-y5d,Репермен Ханнын бойы кызык.,normal
@айарузвездочка-о5п,ХАН ММА ШЫҒУ КЕРЕК КУЛАЧКА ЕМЕС,normal
@Рауанказах-г9ч,Рамазан дальше делай,normal
@norman7177,"Дастан для меня выиграл, отдали Хану судьи. Красавчик, настоящий воин с одной рукой. Хан мешок, выиграл еле еле с решением, еще и имея вес больше.",normal
@Рауанказах-г9ч,Казак казакты котериндер утылсандарда,normal
@Рауанказах-г9ч,Рамазан дурыс айтасын,normal
@НұртілеуӨмірзақ-п7в,Даниярдын тірлігі гадд ттын тірлігі,normal
@Рауанказах-г9ч,Кеширим сурап турганга кеширим бер,normal
@КымбатАдильбекова-ш7х,Кыран лишний в рух файтинге. Убрать его.,normal
@МуратКудайберген-ъ5г,Достан орегинал мужик женис сеники,normal
@TenelE-y5d,"Колы ауырама воопще шыкпасын, сен не кыртып турсын кыран",normal
@Рауанказах-г9ч,Данияр айырадыго,normal
@Benrlitom12,Дастаннын шешеден кеткены болмады,normal
@Рауанказах-г9ч,Талпиш болмаш Дастан,normal
